Produto;PreÁo;Link;Data;Fabricante;Modelo
Placa de VÌdeo GTX 1050 EVGA NVIDIA GeForce SSC Gaming 2GB, GDDR5 - 02G-P4-6152-KR;R$ ---;https://www.kabum.com.br/produto/84541/placa-de-video-gtx-1050-evga-nvidia-geforce-ssc-gaming-2gb-gddr5-02g-p4-6152-kr;05/12/2022 05:58;EVGA;GTX 1050 
Placa de VÌdeo GTX 1050 TI Gigabyte NVIDIA GeForce OC 4GB, GDDR5 - GV-N105TOC-4GL;R$ ---;https://www.kabum.com.br/produto/85818/placa-de-video-gtx-1050-TI-gigabyte-nvidia-geforce-oc-4gb-gddr5-gv-n105toc-4gl;05/12/2022 05:58;Gigabyte;GTX 1050 TI
Placa de VÌdeo GTX 1660 TI Zotac NVIDIA GeForce AMP 6GB, GDDR6 - ZT-T16610D-10M;R$ ---;https://www.kabum.com.br/produto/100355/placa-de-video-gtx-1660-TI-zotac-nvidia-geforce-amp-6gb-gddr6-zt-t16610d-10m;05/12/2022 05:58;Zotac;GTX 1660 TI
Placa de VÌdeo GTX 1660 XC Ultra Gaming EVGA NVIDIA GeForce 6GB, GDDR5 - 06G-P4-1167-KR;R$ ---;https://www.kabum.com.br/produto/100930/placa-de-video-gtx-1660-xc-ultra-gaming-evga-nvidia-geforce-6gb-gddr5-06g-p4-1167-kr;05/12/2022 05:58;EVGA;GTX 1660 
Placa de VÌdeo PCYes NVIDIA GeForce GT 710 2GB, DDR3 - PA710GT6402D3LP;R$ ---;https://www.kabum.com.br/produto/101525/placa-de-video-pcyes-nvidia-geforce-gt-710-2gb-ddr3-pa710gt6402d3lp;05/12/2022 05:58;PCYes;GT 710 
Placa de VÌdeo GTX 1650 SC Ultra Gaming EVGA NVIDIA GeForce 4GB, GDDR5 - 04G-P4-1057-KR;R$ ---;https://www.kabum.com.br/produto/102131/placa-de-video-gtx-1650-sc-ultra-gaming-evga-nvidia-geforce-4gb-gddr5-04g-p4-1057-kr;05/12/2022 05:58;EVGA;GTX 1650 
Placa de VÌdeo RTX 2080 Super Gaming OC Waterforce WB Gigabyte NVIDIA GeForce, 8GB GDDR6 - GV-N208SGAMINGOC WB-8GD;R$ ---;https://www.kabum.com.br/produto/109635/placa-de-video-rtx-2080-super-gaming-oc-waterforce-wb-gigabyte-nvidia-geforce-8gb-gddr6-gv-n208sgamingoc-wb-8gd;05/12/2022 05:58;Gigabyte;RTX 2080 Super Super
Placa de VÌdeo GTX 1650 0C Gigabyte NVIDIA GeForce D6 4G, 4GB, GDDR6 - GV-N1656OC-4GD;R$ ---;https://www.kabum.com.br/produto/112926/placa-de-video-gtx-1650-0c-gigabyte-nvidia-geforce-d6-4g-4gb-gddr6-gv-n1656oc-4gd;05/12/2022 05:58;Gigabyte;GTX 1650 
Placa de VÌdeo GT 730 Gigabyte NVIDIA GeForce, 2GB GDDR5 - GV-N730D5-2GI (rev 2.0);R$ ---;https://www.kabum.com.br/produto/114002/placa-de-video-gt-730-gigabyte-nvidia-geforce-2gb-gddr5-gv-n730d5-2gi-rev-2-0-;05/12/2022 05:58;Gigabyte;GT 730 
Placa de VÌdeo GTX 1650 SC Ultra GDDR6 Gaming EVGA NVIDIA GeForce, 4GB, GDDR6 - 04G-P4-1257-KR;R$ ---;https://www.kabum.com.br/produto/115245/placa-de-video-gtx-1650-sc-ultra-gddr6-gaming-evga-nvidia-geforce-4gb-gddr6-04g-p4-1257-kr;05/12/2022 05:58;EVGA;GTX 1650 
Placa de VÌdeo GTX 1650 OC EdiTIon Asus Phoenix NVIDIA GeForce, 4GB, GDDR6 - PH-GTX1650-O4GD6;R$ ---;https://www.kabum.com.br/produto/115739/placa-de-video-gtx-1650-oc-ediTIon-asus-phoenix-nvidia-geforce-4gb-gddr6-ph-gtx1650-o4gd6;05/12/2022 05:58;Asus;GTX 1650 TI
Placa de VÌdeo 4GB Asus Geforce GTX 1650 Dual DDR5 128 Bits DUAL-GTX1650-O4G;R$ ---;https://www.kabum.com.br/produto/117361/placa-de-video-4gb-asus-geforce-gtx-1650-dual-ddr5-128-bits-dual-gtx1650-o4g;05/12/2022 05:58;Asus;GTX 1650 
Placa de Video 1GB GT 710 D3 64B Galax 71GGF4DC00WG;R$ ---;https://www.kabum.com.br/produto/117386/placa-de-video-1gb-gt-710-d3-64b-galax-71ggf4dc00wg;05/12/2022 05:58;Galax;GT 710 
Placa de Video 4GB GTX1050TI, 1Click OC G5 128B, Galax - 50IQH8DSC7CB;R$ ---;https://www.kabum.com.br/produto/117415/placa-de-video-4gb-gtx1050TI-1click-oc-g5-128b-galax-50iqh8dsc7cb;05/12/2022 05:58;Galax;GTX1050 TI
Placa de VÌdeo RTX 3080 Ventus 3X 10G OC MSI NVIDIA Geforce, GDDR6X;R$ ---;https://www.kabum.com.br/produto/127410/placa-de-video-rtx-3080-ventus-3x-10g-oc-msi-nvidia-geforce-gddr6x;05/12/2022 05:58;MSI;RTX 3080 
Placa de VÌdeo Geforce Zotac GTX 1050TI ZT-P10510A-10L 4GB DDR5 128Bit 7008Mhz;R$ ---;https://www.kabum.com.br/produto/127453/placa-de-video-geforce-zotac-gtx-1050TI-zt-p10510a-10l-4gb-ddr5-128bit-7008mhz;05/12/2022 05:58;Zotac;GTX 1050 TI
Placa de VÌdeo RTX 3080 EVGA NVIDIA GeForce, 10GB, GDDR6X - 10G-P5-3897-KR;R$ ---;https://www.kabum.com.br/produto/128054/placa-de-video-rtx-3080-evga-nvidia-geforce-10gb-gddr6x-10g-p5-3897-kr;05/12/2022 05:58;EVGA;RTX 3080 
Placa de VÌdeo RTX 3070 Twin Edge OC Zotac NVIDIA GeForce, 8GB, GDDR6 - ZT-A30700H-10P;R$ ---;https://www.kabum.com.br/produto/129207/placa-de-video-rtx-3070-twin-edge-oc-zotac-nvidia-geforce-8gb-gddr6-zt-a30700h-10p;05/12/2022 05:58;Zotac;RTX 3070 
Placa de VÌdeo RTX 3070 Vision OC 8G Gigabyte NVIDIA GeForce, 8GB GDDR6, LHR - GV-N3070VISION OC-8GD (rev. 2.0);R$ ---;https://www.kabum.com.br/produto/130770/placa-de-video-rtx-3070-vision-oc-8g-gigabyte-nvidia-geforce-8gb-gddr6-lhr-gv-n3070vision-oc-8gd-rev-2-0-;05/12/2022 05:58;Gigabyte;RTX 3070 
Placa de VÌdeo RTX 3070 Master Gigabyte NVIDIA Aorus GeForce, 8GB GDDR6 - GV-N3070AORUS M-8GD;R$ ---;https://www.kabum.com.br/produto/130912/placa-de-video-rtx-3070-master-gigabyte-nvidia-aorus-geforce-8gb-gddr6-gv-n3070aorus-m-8gd;05/12/2022 05:58;Gigabyte;RTX 3070 
Placa de VÌdeo RTX 3060 TI Gigabyte NVIDIA GeForce, 8GB, LHR, GAMING OC PRO - (Rev 3.0) - GV-N306TGAMINGOC PRO-8GD;R$ ---;https://www.kabum.com.br/produto/131949/placa-de-video-rtx-3060-TI-gigabyte-nvidia-geforce-8gb-lhr-gaming-oc-pro-rev-3-0-gv-n306tgamingoc-pro-8gd;05/12/2022 05:58;Gigabyte;RTX 3060 TI
Placa de VÌdeo AFOX Geforce GT420 2GB DDR3 128 Bits Low Profile HDMI/DVI/VGA - AF420-2048D3L5;R$ ---;https://www.kabum.com.br/produto/134715/placa-de-video-afox-geforce-gt420-2gb-ddr3-128-bits-low-profile-hdmi-dvi-vga-af420-2048d3l5;05/12/2022 05:58;AFOX; 
Placa de VÌdeo GTX 1050TI Asus , 4GB - 90YV0A74-M000;R$ ---;https://www.kabum.com.br/produto/134909/placa-de-video-gtx-1050TI-asus-4gb-90yv0a74-m000;05/12/2022 05:58;Asus;GTX 1050 TI
Placa de VÌdeo PCYes NVIDIA GeForce GT 1030 2GB, GDDR5 - PA1030GT6402G5;R$ ---;https://www.kabum.com.br/produto/134912/placa-de-video-pcyes-nvidia-geforce-gt-1030-2gb-gddr5-pa1030gt6402g5;05/12/2022 05:58;PCYes;GT 1030 
Placa de VÌdeo Afox GeForce GT 1030, 2GB, GDDR5 - AF1030-2048D5L5;R$ ---;https://www.kabum.com.br/produto/134913/placa-de-video-afox-geforce-gt-1030-2gb-gddr5-af1030-2048d5l5;05/12/2022 05:58;Afox;GT 1030 
Placa de VÌdeo GT 730 PCYes, 2GB, DDR3 - PA7302DR364LP;R$ ---;https://www.kabum.com.br/produto/135703/placa-de-video-gt-730-pcyes-2gb-ddr3-pa7302dr364lp;05/12/2022 05:58;PCYes;GT 730 
Placa de VÌdeo NVidia AFOX GT 610, 2GB, DDR3, HDMI, DVI, VGA, PCI-E X16 Low Profile - AF610-2048D3L7-V6;R$ ---;https://www.kabum.com.br/produto/147423/placa-de-video-nvidia-afox-gt-610-2gb-ddr3-hdmi-dvi-vga-pci-e-x16-low-profile-af610-2048d3l7-v6;05/12/2022 05:58;NVidia;GT 610 
Placa de VÌdeo Afox GeForce GT730 2GB, DDR3, 128 Bits, Low Profile, HDMI/DVI/VGA - AF730-2048D3L4-V1;R$ ---;https://www.kabum.com.br/produto/148002/placa-de-video-afox-geforce-gt730-2gb-ddr3-128-bits-low-profile-hdmi-dvi-vga-af730-2048d3l4-v1;05/12/2022 05:58;Afox;GT730 
Placa de VÌdeo AFOX Geforce GT 710 2GB PCI-E DDR3, DVI, VGA, HDMI Low Profile - AF710-2048D3L7;R$ ---;https://www.kabum.com.br/produto/148006/placa-de-video-afox-geforce-gt-710-2gb-pci-e-ddr3-dvi-vga-hdmi-low-profile-af710-2048d3l7;05/12/2022 05:58;AFOX;GT 710 
Placa de VÌdeo Asus Geforce GTX 1660 OC, 6GB, GDDR5 - TUF-GTX1660-O6G-GAMING;R$ ---;https://www.kabum.com.br/produto/148678/placa-de-video-asus-geforce-gtx-1660-oc-6gb-gddr5-tuf-gtx1660-o6g-gaming;05/12/2022 05:58;Asus;GTX 1660 
Placa De VÌdeo Pcyes Nvidia Geforce Gt 1030 Ddr5 2gb Gddr5;R$ ---;https://www.kabum.com.br/produto/149754/placa-de-video-pcyes-nvidia-geforce-gt-1030-ddr5-2gb-gddr5;05/12/2022 05:58;Pcyes;Gt 1030 
Placa de VÌdeo EVGA NVIDIA GeForce RTX 2080 Super Black Gaming, 8GB, GDDR6 - 08G-P4-3081-KR;R$ ---;https://www.kabum.com.br/produto/152584/placa-de-video-evga-nvidia-geforce-rtx-2080-super-black-gaming-8gb-gddr6-08g-p4-3081-kr;05/12/2022 05:58;EVGA;RTX 2080 Super Super
Placa de VÌdeo Gigabyte Nvidia GeForce RTX 2080 Super Gaming OC, 8GB, GDDR6 - GV-N208SGAMING OC-8GC;R$ ---;https://www.kabum.com.br/produto/152716/placa-de-video-gigabyte-nvidia-geforce-rtx-2080-super-gaming-oc-8gb-gddr6-gv-n208sgaming-oc-8gc;05/12/2022 05:58;Gigabyte;RTX 2080 Super Super
Placa de VÌdeo RTX 3060, 12GB, GHOST OC, GD6, 192Bits Gainward - NE63060T19K9-190AU;R$ ---;https://www.kabum.com.br/produto/153302/placa-de-video-rtx-3060-12gb-ghost-oc-gd6-192bits-gainward-ne63060t19k9-190au;05/12/2022 05:58;Gainward;RTX 3060 
Placa de VÌdeo Gigabyte NVIDIA GeForce RTX 3070 VISION OC 8G, 8GB, GDDR6 - GV-N3070VISION OC-8GD;R$ ---;https://www.kabum.com.br/produto/155340/placa-de-video-gigabyte-nvidia-geforce-rtx-3070-vision-oc-8g-8gb-gddr6-gv-n3070vision-oc-8gd;05/12/2022 05:58;Gigabyte;RTX 3070 
Placa De Video, Gpu, Nv, Rtx2060, 6gb, G6, 192b, Pny;R$ ---;https://www.kabum.com.br/produto/172401/placa-de-video-gpu-nv-rtx2060-6gb-g6-192b-pny;05/12/2022 05:58;Pny;Rtx2060 
Placa De VÌdeo Afox Geforce G210, 1gb, Ddr3, 64 Bits Low Profile, Hdmi/dvi/vga - Af210-1024d3l5-v3;R$ ---;https://www.kabum.com.br/produto/160838/placa-de-video-afox-geforce-g210-1gb-ddr3-64-bits-low-profile-hdmi-dvi-vga-af210-1024d3l5-v3;05/12/2022 05:58;Afox;G210 
Placa de VÌdeo Asus NVIDIA GeForce RTX 3070, 8GB, GDDR6 - RTX DUAL-RTX3070-O8G;R$ ---;https://www.kabum.com.br/produto/162131/placa-de-video-asus-nvidia-geforce-rtx-3070-8gb-gddr6-rtx-dual-rtx3070-o8g;05/12/2022 05:58;Asus;RTX 3070 
Placa De VÌdeo Asus Nvidia Tuf RTX 3080, 10GB, GDDR6X - Tuf-rtx3080-o10g-gaming;R$ ---;https://www.kabum.com.br/produto/163498/placa-de-video-asus-nvidia-tuf-rtx-3080-10gb-gddr6x-tuf-rtx3080-o10g-gaming;05/12/2022 05:58;Asus;RTX 3080 
Placa De VÌdeo Duex Geforce Gtx 750 TI, 4gb, Gddr5, 128 Bits - Dx Gtx750TI-4gd5;R$ ---;https://www.kabum.com.br/produto/167759/placa-de-video-duex-geforce-gtx-750-TI-4gb-gddr5-128-bits-dx-gtx750TI-4gd5;05/12/2022 05:58;Duex;Gtx 750 TI
Placa de VÌdeo Galax NVIDIA GeForce RTX 3080 SG (1-Click OC), 10GB, GDDR6X - 38NWM3MD99NN;R$ ---;https://www.kabum.com.br/produto/165770/placa-de-video-galax-nvidia-geforce-rtx-3080-sg-1-click-oc-10gb-gddr6x-38nwm3md99nn;05/12/2022 05:58;Galax;RTX 3080 
Placa de VÌdeo RTX 3090 Xtreme Waterforce Gigabyte Aorus NVIDIA GeForce, RGB, 24G, GDDR6X, DLSS, Ray Tracing - GV-N3090AORUSX W-24GD;R$ ---;https://www.kabum.com.br/produto/167205/placa-de-video-rtx-3090-xtreme-waterforce-gigabyte-aorus-nvidia-geforce-rgb-24g-gddr6x-dlss-ray-tracing-gv-n3090aorusx-w-24gd;05/12/2022 05:58;Gigabyte;RTX 3090 
Placa De VÌdeo Colorful, Geforce GT 1030 2GB, GDDR5, 64 Bits;R$ ---;https://www.kabum.com.br/produto/167545/placa-de-video-colorful-geforce-gt-1030-2gb-gddr5-64-bits;05/12/2022 05:58;Colorful;GT 1030 
Placa de VÌdeo Evga Geforce Rtx 3060 Xc Gaming 12gb Gddr6 - 12g-p5-3657-kr;R$ ---;https://www.kabum.com.br/produto/167780/placa-de-video-evga-geforce-rtx-3060-xc-gaming-12gb-gddr6-12g-p5-3657-kr;05/12/2022 05:58;Evga;Rtx 3060 
Placa De VÌdeo Gainward, Geforce Gtx 1650, D6 Ghost 4gb, Gddr6;R$ ---;https://www.kabum.com.br/produto/167658/placa-de-video-gainward-geforce-gtx-1650-d6-ghost-4gb-gddr6;05/12/2022 05:58;Gainward;Gtx 1650 
Placa De VÌdeo Evga Geforce Gtx 1660 Super Sc Ultra Gaming 6gb Gddr6 - 06g-p4-1068-kr;R$ ---;https://www.kabum.com.br/produto/167769/placa-de-video-evga-geforce-gtx-1660-super-sc-ultra-gaming-6gb-gddr6-06g-p4-1068-kr;05/12/2022 05:58;Evga;Gtx 1660 Super
Placa de VÌdeo Gainward GeForce RTX 3080 Phoenix GS 10GB GDDR6 - NED3080S19IA-132AX;R$ ---;https://www.kabum.com.br/produto/167908/placa-de-video-gainward-geforce-rtx-3080-phoenix-gs-10gb-gddr6-ned3080s19ia-132ax;05/12/2022 05:58;Gainward;RTX 3080 
Placa De VÌdeo Zotac Geforce Rtx 3070 Twin Edge Oc 8gb Gddr6 - Zt-a30700h-10p;R$ ---;https://www.kabum.com.br/produto/167934/placa-de-video-zotac-geforce-rtx-3070-twin-edge-oc-8gb-gddr6-zt-a30700h-10p;05/12/2022 05:58;Zotac;Rtx 3070 
Placa De Video Evga Geforce Rtx 3070 Xc3 Ultra Gaming 8gb Gddr6 - 08g-p5-3755-kr;R$ ---;https://www.kabum.com.br/produto/167942/placa-de-video-evga-geforce-rtx-3070-xc3-ultra-gaming-8gb-gddr6-08g-p5-3755-kr;05/12/2022 05:58;Evga;Rtx 3070 
Placa De VÌdeo Afox Geforce Gt710, 2gb, Ddr3, 64 Bits, Low Profile, Hdmi/dvi/vga - Af710-2048d3l7;R$ ---;https://www.kabum.com.br/produto/171355/placa-de-video-afox-geforce-gt710-2gb-ddr3-64-bits-low-profile-hdmi-dvi-vga-af710-2048d3l7;05/12/2022 05:58;Afox;Gt710 
Placa De VÌdeo Duex Geforce Gt610 2gb, Ddr3, 64 Bits, Low Profile, Hdmi/dvi/vga - Gt610lp-2gd3;R$ ---;https://www.kabum.com.br/produto/171429/placa-de-video-duex-geforce-gt610-2gb-ddr3-64-bits-low-profile-hdmi-dvi-vga-gt610lp-2gd3;05/12/2022 05:58;Duex;Gt610 
Placa De VÌdeo Duex Geforce Gt730 4gb, Ddr3, 128 Bits, Low Profile, Hdmi/dvi/vga - Dx Gt730lp-4gd3-c;R$ ---;https://www.kabum.com.br/produto/171446/placa-de-video-duex-geforce-gt730-4gb-ddr3-128-bits-low-profile-hdmi-dvi-vga-dx-gt730lp-4gd3-c;05/12/2022 05:58;Duex;Gt730 
Placa de VÌdeo Asus Radeon RX 6700 XT DUAL 12GB GDDR6 - DUAL-RX6700XT-12G;R$ ---;https://www.kabum.com.br/produto/172469/placa-de-video-asus-radeon-rx-6700-xt-dual-12gb-gddr6-dual-rx6700xt-12g;05/12/2022 05:58;Asus; 
Placa de VÌdeo Gigabyte NVIDIA GeForce RTX 3070 Gaming OC 8G 8gb GDDR6 GV-N3070GAMING OC-8GD;R$ ---;https://www.kabum.com.br/produto/172566/placa-de-video-gigabyte-nvidia-geforce-rtx-3070-gaming-oc-8g-8gb-gddr6-gv-n3070gaming-oc-8gd;05/12/2022 05:58;Gigabyte;RTX 3070 
Placa de VÌdeo RTX 3060 TI KO V2 OC Gaming Asus NVIDIA GeForce, LHR, 8GB GDDR6, 14Gbps, Ray Tracing, DLSS, RGB, Preto - 90YV0G1G-M000;R$ ---;https://www.kabum.com.br/produto/174811/placa-de-video-rtx-3060-TI-ko-v2-oc-gaming-asus-nvidia-geforce-lhr-8gb-gddr6-14gbps-ray-tracing-dlss-rgb-preto-90yv0g1g-m000;05/12/2022 05:58;Asus;RTX 3060 TI
Placa De VÌdeo Nvidia Geforce 210 1gb Pci-e Evga 01g-p3-1313-kr;R$ ---;https://www.kabum.com.br/produto/175066/placa-de-video-nvidia-geforce-210-1gb-pci-e-evga-01g-p3-1313-kr;05/12/2022 05:58;Nvidia; 
Placa De VÌdeo Evga Geforce Rtx 2060 Xc 6gb Gddr6 192bit;R$ ---;https://www.kabum.com.br/produto/175087/placa-de-video-evga-geforce-rtx-2060-xc-6gb-gddr6-192bit;05/12/2022 05:58;Evga;Rtx 2060 
Placa De Video Geforce GTX 1660 Asus Phoenix, 6GB, DDR5 - Ph-gtx1660-o6g;R$ ---;https://www.kabum.com.br/produto/175220/placa-de-video-geforce-gtx-1660-asus-phoenix-6gb-ddr5-ph-gtx1660-o6g;05/12/2022 05:58;Asus;GTX 1660 
Placa De Video Nvidia Geforce Gt 1030 2gb Gddr5 64 Bits Com Kit Low Profile Single Fan;R$ ---;https://www.kabum.com.br/produto/176090/placa-de-video-nvidia-geforce-gt-1030-2gb-gddr5-64-bits-com-kit-low-profile-single-fan;05/12/2022 05:58;Nvidia;Gt 1030 
Placa De Video Nvidia Geforce Gt 730 Gddr5 4gb 64bits Low Profile;R$ ---;https://www.kabum.com.br/produto/176101/placa-de-video-nvidia-geforce-gt-730-gddr5-4gb-64bits-low-profile;05/12/2022 05:58;Nvidia;Gt 730 
Placa De VÌdeo Pny Geforce Rtx 3060 Revel Epic-x Rgb 12gb Gddr6 192 Bits - Vcg306012sfxppbtf;R$ ---;https://www.kabum.com.br/produto/197650/placa-de-video-pny-geforce-rtx-3060-revel-epic-x-rgb-12gb-gddr6-192-bits-vcg306012sfxppbtf;05/12/2022 05:58;Pny;Rtx 3060 
Placa De VÌdeo Palit Nvidia Geforce Rtx 3070 TI Gamingpro 8gb Gddr6x - Ned307t019p2-1046a;R$ ---;https://www.kabum.com.br/produto/191782/placa-de-video-palit-nvidia-geforce-rtx-3070-TI-gamingpro-8gb-gddr6x-ned307t019p2-1046a;05/12/2022 05:58;Palit;Rtx 3070 TI
Placa De Video Pny 12gb Rtx 3060, Revel Epic-x Rgb, Gddr6, 192 Bits, Single-fan;R$ ---;https://www.kabum.com.br/produto/189866/placa-de-video-pny-12gb-rtx-3060-revel-epic-x-rgb-gddr6-192-bits-single-fan;05/12/2022 05:58;Pny;Rtx 3060 
Placa De Video Duex 2gb Nvidia Gt 730 Ddr3 Low Profile Gt730lp-2gd3-c;R$ ---;https://www.kabum.com.br/produto/189891/placa-de-video-duex-2gb-nvidia-gt-730-ddr3-low-profile-gt730lp-2gd3-c;05/12/2022 05:58;Duex;Gt 730 
Placa De Video Gigabyte 6gb Geforce Gtx 1660, Super Oc, Gddr6, Pcie 3dp+hdmi;R$ ---;https://www.kabum.com.br/produto/190047/placa-de-video-gigabyte-6gb-geforce-gtx-1660-super-oc-gddr6-pcie-3dp-hdmi;05/12/2022 05:58;Gigabyte;Gtx 1660 Super
Placa De VÌdeo Gigabyte Aorus Geforce Rtx 3070TI Master 8 Gb - Gv-n307taorusm-8gd;R$ ---;https://www.kabum.com.br/produto/191783/placa-de-video-gigabyte-aorus-geforce-rtx-3070TI-master-8-gb-gv-n307taorusm-8gd;05/12/2022 05:58;Gigabyte;Rtx 3070 TI
Placa de VÌdeo GTX 1050 TI 1-Click OC Galax NVIDIA GeForce, 4GB, DDR5, Dual Fan, Preto - 50IQH8DSQ3CC;R$ ---;https://www.kabum.com.br/produto/191817/placa-de-video-gtx-1050-TI-1-click-oc-galax-nvidia-geforce-4gb-ddr5-dual-fan-preto-50iqh8dsq3cc;05/12/2022 05:58;Galax;GTX 1050 TI
Placa de VÌdeo RTX 3070 Asus V2 OC ROG Strix, 8GB GDDR6, 14 Gbps, DLSS, LHR, Ray Tracing, White - 90YV0FR9-M000;R$ ---;https://www.kabum.com.br/produto/192736/placa-de-video-rtx-3070-asus-v2-oc-rog-strix-8gb-gddr6-14-gbps-dlss-lhr-ray-tracing-white-90yv0fr9-m000;05/12/2022 05:58;Asus;RTX 3070 
Placa De VÌdeo Galax GeForce RTX 3070 TI SG 1-Click 8gb GDRR6X 256bits 37ISM6MD4BSG;R$ ---;https://www.kabum.com.br/produto/195140/placa-de-video-galax-geforce-rtx-3070-TI-sg-1-click-8gb-gdrr6x-256bits-37ism6md4bsg;05/12/2022 05:58;Galax;RTX 3070 TI
Placa De VÌdeo Gainward Geforce Rtx 3060 Oc Pegasus 12gb - Ne63060s19k9-190a;R$ ---;https://www.kabum.com.br/produto/197126/placa-de-video-gainward-geforce-rtx-3060-oc-pegasus-12gb-ne63060s19k9-190a;05/12/2022 05:58;Gainward;Rtx 3060 
Placa De VÌdeo Palit Geforce Rtx 3090 Game Rock 24gb Gddr6x - Ned3090t19sb-1021g;R$ ---;https://www.kabum.com.br/produto/199406/placa-de-video-palit-geforce-rtx-3090-game-rock-24gb-gddr6x-ned3090t19sb-1021g;05/12/2022 05:58;Palit;Rtx 3090 
Placa De Video, Gainward, Geforce, Gtx 1660 Super, Ne6166s018j9, 6gb, Gddr6, 192 Bits, Dual Fan;R$ ---;https://www.kabum.com.br/produto/199430/placa-de-video-gainward-geforce-gtx-1660-super-ne6166s018j9-6gb-gddr6-192-bits-dual-fan;05/12/2022 05:58;Gainward;Gtx 1660 Super
Placa De Video Asus Nvidia Geforce Gtx 1050 TI Oc Cerberus 4;R$ ---;https://www.kabum.com.br/produto/199489/placa-de-video-asus-nvidia-geforce-gtx-1050-TI-oc-cerberus-4;05/12/2022 05:58;Asus;Gtx 1050 TI
Placa De VÌdeo Pny Rtx 3060, Revel Epic-x Rgb, 12gb, Gddr6, 192-bit, Single Fan - Vcg306012sfxppb;R$ ---;https://www.kabum.com.br/produto/231689/placa-de-video-pny-rtx-3060-revel-epic-x-rgb-12gb-gddr6-192-bit-single-fan-vcg306012sfxppb;05/12/2022 05:58;Pny;Rtx 3060 
Placa de VÌdeo, Gigabyte, Nvidia Geforce, Gtx 1050 TI, D5 4g - GV-N105TD5-4GD;R$ ---;https://www.kabum.com.br/produto/205918/placa-de-video-gigabyte-nvidia-geforce-gtx-1050-TI-d5-4g-gv-n105td5-4gd;05/12/2022 05:58;Gigabyte;Gtx 1050 TI
Geforce GT 730 2GB, GDDR3, 128 Bits, Bluecase, BP-GT730-2GD3D1;R$ ---;https://www.kabum.com.br/produto/207714/geforce-gt-730-2gb-gddr3-128-bits-bluecase-bp-gt730-2gd3d1;05/12/2022 05:58;;GT 730 
Placa De Video Galax Geforce Gt 210 1gb Ddr33 Pci-e 2.0;R$ ---;https://www.kabum.com.br/produto/212605/placa-de-video-galax-geforce-gt-210-1gb-ddr33-pci-e-2-0;05/12/2022 05:58;Galax;Gt 210 
Asus - Tuf-rtx3080-o10g-v2-gaming 10gb Gddr6x;R$ ---;https://www.kabum.com.br/produto/214908/asus-tuf-rtx3080-o10g-v2-gaming-10gb-gddr6x;05/12/2022 05:58;Asus;rtx3080 
Quadro Nvidia, Vcqrtx4000-pb, Rtx-4000, 8GB, Ddr6 -256bit Dp;R$ ---;https://www.kabum.com.br/produto/213974/quadro-nvidia-vcqrtx4000-pb-rtx-4000-8gb-ddr6-256bit-dp;05/12/2022 05:58;Nvidia; 
Placa Video Gigabyte Geforce Gt 710, 2gb, Ddr3, 64bits, Pcie 2.0;R$ ---;https://www.kabum.com.br/produto/214237/placa-video-gigabyte-geforce-gt-710-2gb-ddr3-64bits-pcie-2-0;05/12/2022 05:58;Gigabyte;Gt 710 
Placa De VÌdeo, Vga, Pci-e Gf Gt210, 1gb/64b, Ddr3, Low Profile, Af210-1024d3l8 2921 - Afox;R$ ---;https://www.kabum.com.br/produto/214604/placa-de-video-vga-pci-e-gf-gt210-1gb-64b-ddr3-low-profile-af210-1024d3l8-2921-afox;05/12/2022 05:58;Afox;Gt210 
Placa De Video Rtx 2060, Gigabyte, 6 Gb, Gddr6, Gv-n2060d6-6gd;R$ ---;https://www.kabum.com.br/produto/220018/placa-de-video-rtx-2060-gigabyte-6-gb-gddr6-gv-n2060d6-6gd;05/12/2022 05:58;Gigabyte;Rtx 2060 
Placa De VÌdeo Geforce RTX 3060, 12GB, Twin Edge, GDDR6, Zotac - ZT-A30600E-10M;R$ ---;https://www.kabum.com.br/produto/217261/placa-de-video-geforce-rtx-3060-12gb-twin-edge-gddr6-zotac-zt-a30600e-10m;05/12/2022 05:58;Zotac;RTX 3060 
Placa De Video Rtx 3060, Gigabyte, Aorus Elite, 12 Gb, Gddr6, Rgb, Gv-n3060aoruse-12gd;R$ ---;https://www.kabum.com.br/produto/220025/placa-de-video-rtx-3060-gigabyte-aorus-elite-12-gb-gddr6-rgb-gv-n3060aoruse-12gd;05/12/2022 05:58;Gigabyte;Rtx 3060 
Placa De Video Asus Nvidia Geforce Rog Strix Rtx 3060 12gb Gddr6 - Rog-strix-rtx3060-o12g;R$ ---;https://www.kabum.com.br/produto/222679/placa-de-video-asus-nvidia-geforce-rog-strix-rtx-3060-12gb-gddr6-rog-strix-rtx3060-o12g;05/12/2022 05:58;Asus;Rtx 3060 
Placa de Video Asus Geforce Ko Rtx 3070 V2, Gaming Oc, 8gb, Gddr6, LHR - Ko-rtx3070-o8g-v2;R$ ---;https://www.kabum.com.br/produto/222680/placa-de-video-asus-geforce-ko-rtx-3070-v2-gaming-oc-8gb-gddr6-lhr-ko-rtx3070-o8g-v2;05/12/2022 05:58;Asus;Rtx 3070 
Placa De Video Nvidia Quadro P1000 4Gb Gddr5 128 Bits 4 Mini Display Port Vcqp1000v2-Pb - Suporta At;R$ ---;https://www.kabum.com.br/produto/225482/placa-de-video-nvidia-quadro-p1000-4gb-gddr5-128-bits-4-mini-display-port-vcqp1000v2-pb-suporta-at;05/12/2022 05:58;Nvidia;P1000 
