,Produto,Preço,Link,Data
0,"Placa de Vídeo RX 550 Sapphire AMD Radeon Pulse, 4 GB GDDR5 - 11268-01-20G","R$ 799,99",https://www.kabum.com.br/produto/89279/placa-de-video-rx-550-sapphire-amd-radeon-pulse-4-gb-gddr5-11268-01-20g,05/12/2022 05:32:19
1,"Placa de Vídeo RX 580 PowerColor Red Dragon AMD Radeon, 8GB GDDR5 - AXRX 580 8GBD5-DHD","R$ 1.059,99",https://www.kabum.com.br/produto/382632/placa-de-video-rx-580-powercolor-red-dragon-amd-radeon-8gb-gddr5-axrx-580-8gbd5-dhd,05/12/2022 05:32:19
2,"Placa de Vídeo Gigabyte AMD Radeon RX 6700 XT Eagle, 12GB GDDR6, RGB, Ray Tracing - GV-R67XTEAGLE-12GD","R$ 2.619,99",https://www.kabum.com.br/produto/387409/placa-de-video-gigabyte-amd-radeon-rx-6700-xt-eagle-12gb-gddr6-rgb-ray-tracing-gv-r67xteagle-12gd,05/12/2022 05:32:19
3,"Placa de Vídeo Gigabyte Radeon RX 6600 EAGLE, 8GB GDDR6, Preto - GV-R66EAGLE-8GD","R$ 1.699,99",https://www.kabum.com.br/produto/246836/placa-de-video-gigabyte-radeon-rx-6600-eagle-8gb-gddr6-preto-gv-r66eagle-8gd,05/12/2022 05:32:19
4,"Placa de Vídeo RX 550 PCYes AMD Radeon, 4GB GDDR5, Graffiti Series - PJRX550DR5128B","R$ 679,99",https://www.kabum.com.br/produto/351614/placa-de-video-rx-550-pcyes-amd-radeon-4gb-gddr5-graffiti-series-pjrx550dr5128b,05/12/2022 05:32:19
5,"Placa de Vídeo RX 6600 CLD 8G ASRock AMD Radeon, 8GB, GDDR6 - 90-GA2RZZ-00UANF","R$ 1.799,99",https://www.kabum.com.br/produto/235984/placa-de-video-rx-6600-cld-8g-asrock-amd-radeon-8gb-gddr6-90-ga2rzz-00uanf,05/12/2022 05:32:19
6,"Placa de Vídeo RX 6700 XT XFX Speedster QICK319 AMD Radeon Black Gaming, 12GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-67XTYPBDP","R$ 3.699,99",https://www.kabum.com.br/produto/165713/placa-de-video-rx-6700-xt-xfx-speedster-qick319-amd-radeon-black-gaming-12gb-gddr6-16gbps-amd-rdna-2-architecture-rx-67xtypbdp,05/12/2022 05:32:19
7,"Placa de Vídeo RX 6800 XT ASRock AMD Radeon, 16GB GDDR6 - RADEON RX6800XT PGD 16GO","R$ 5.599,99",https://www.kabum.com.br/produto/131631/placa-de-video-rx-6800-xt-asrock-amd-radeon-16gb-gddr6-radeon-rx6800xt-pgd-16go,05/12/2022 05:32:19
8,"Placa de Vídeo R7 240 PCYes AMD Radeon, 4GB GDDR5, 128 Bits - PJ7R240DR5","R$ 439,99",https://www.kabum.com.br/produto/317940/placa-de-video-r7-240-pcyes-amd-radeon-4gb-gddr5-128-bits-pj7r240dr5,05/12/2022 05:32:19
9,"Placa De Vídeo Radeon Rx 560 4GB, Gddr5 Afrx560d-4096d5h4-v2 Afox","R$ 780,00",https://www.kabum.com.br/produto/306305/placa-de-video-radeon-rx-560-4gb-gddr5-afrx560d-4096d5h4-v2-afox,05/12/2022 05:32:19
10,"Placa de Vídeo RX 6750 XT Mech MSI AMD Radeon, 12GB GDDR6, Ray Tracing - RX 6750 XT MECH 2X 12G OC","R$ 3.299,99",https://www.kabum.com.br/produto/387422/placa-de-video-rx-6750-xt-mech-msi-amd-radeon-12gb-gddr6-ray-tracing-rx-6750-xt-mech-2x-12g-oc,05/12/2022 05:32:19
11,"Placa De Vídeo AFOX Nvidia Rx580-8gd5 Snake, RAM 8GB, Display port, DVI, HDMI","R$ 1.071,00",https://www.kabum.com.br/produto/306347/placa-de-video-afox-nvidia-rx580-8gd5-snake-ram-8gb-display-port-dvi-hdmi,05/12/2022 05:32:19
12,"Placa de Vídeo RX 6400 XFX Speedster SWFT105 AMD Radeon Gaming, 4GB GDDR6, Ray Tracing, RDNA2 - RX-64XL4SFG2","R$ 919,99",https://www.kabum.com.br/produto/353517/placa-de-video-rx-6400-xfx-speedster-swft105-amd-radeon-gaming-4gb-gddr6-ray-tracing-rdna2-rx-64xl4sfg2,05/12/2022 05:32:19
13,"Placa de Vídeo RX 6600 XFX Core Gaming Speedster SWFT 210 AMD Radeon Graphics Card, 8GB GDDR6, AMD RDNA 2 - RX-66XL8LFDQ","R$ 2.199,99",https://www.kabum.com.br/produto/261040/placa-de-video-rx-6600-xfx-core-gaming-speedster-swft-210-amd-radeon-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq,05/12/2022 05:32:19
14,"Placa de Vídeo RX 6650 XT XFX Speedster QICK308 AMD Radeon Ultra Gaming, 8GB GDDR6, Ray Tracing, RDNA2 - RX-665X8LUDY QICK308 ULTRA","R$ 3.199,99",https://www.kabum.com.br/produto/353519/placa-de-video-rx-6650-xt-xfx-speedster-qick308-amd-radeon-ultra-gaming-8gb-gddr6-ray-tracing-rdna2-rx-665x8ludy-qick308-ultra,05/12/2022 05:32:19
15,"Placa de Video Power Color Radeon AXRX 6400, 4GB GDDR6 - AXRX64004GBD6-DH","R$ 929,99",https://www.kabum.com.br/produto/371237/placa-de-video-power-color-radeon-axrx-6400-4gb-gddr6-axrx64004gbd6-dh,05/12/2022 05:32:19
16,"Placa de Vídeo RX 6700 XT Challenger D ASRock AMD Radeon, 12GB GDDR6, Ray Tracing - 90-GA2KZZ-00UANH","R$ 3.669,99",https://www.kabum.com.br/produto/377578/placa-de-video-rx-6700-xt-challenger-d-asrock-amd-radeon-12gb-gddr6-ray-tracing-90-ga2kzz-00uanh,05/12/2022 05:32:19
17,"Placa de Vídeo RX 6650 XT Pulse Gaming OC Sapphire, 8GB GDDR6, Arquitetura RDNA2, Ray Tracing - 11319-03-20G","R$ 2.699,99",https://www.kabum.com.br/produto/351601/placa-de-video-rx-6650-xt-pulse-gaming-oc-sapphire-8gb-gddr6-arquitetura-rdna2-ray-tracing-11319-03-20g,05/12/2022 05:32:19
18,"Placa de Vídeo RX 6500 XT Gaming D OC ASRock Radeon Phantom, 4GB, GDDR6, 64 Bit, Dual Fan - 90-GA3DZZ-00UANF","R$ 1.599,99",https://www.kabum.com.br/produto/298017/placa-de-video-rx-6500-xt-gaming-d-oc-asrock-radeon-phantom-4gb-gddr6-64-bit-dual-fan-90-ga3dzz-00uanf,05/12/2022 05:32:19
19,"Placa de Vídeo RX 6500 XT MECH 2X 4G OC MSI AMD Radeon, 4GB GDDR6, AMD RDNA 2 - Radeon RX 6500 XT MECH 2X 4G OC","R$ 1.539,99",https://www.kabum.com.br/produto/308481/placa-de-video-rx-6500-xt-mech-2x-4g-oc-msi-amd-radeon-4gb-gddr6-amd-rdna-2-radeon-rx-6500-xt-mech-2x-4g-oc,05/12/2022 05:32:19
20,"Placa de Vídeo RX 550 Asus Phoenix AMD Radeon, 4GB, GDDR5 - PH-RX550-4G-EVO","R$ 754,99",https://www.kabum.com.br/produto/129772/placa-de-video-rx-550-asus-phoenix-amd-radeon-4gb-gddr5-ph-rx550-4g-evo,05/12/2022 05:32:19
21,"Placa de Vídeo RX 550 Duex AMD Radeon, 4GB, DDR5 - DXRX5504GB","R$ 679,99",https://www.kabum.com.br/produto/255155/placa-de-video-rx-550-duex-amd-radeon-4gb-ddr5-dxrx5504gb,05/12/2022 05:32:19
22,"Placa de Vídeo RX 6650 XT Nitro+ Gaming OC Sapphire, ARGB, 8GB GDDR6, Arquitetura RDNA2, Ray Tracing - 11319-01-20G","R$ 2.699,99",https://www.kabum.com.br/produto/351580/placa-de-video-rx-6650-xt-nitro-gaming-oc-sapphire-argb-8gb-gddr6-arquitetura-rdna2-ray-tracing-11319-01-20g,05/12/2022 05:32:19
23,"Placa de Vídeo RX 6600 XT XFX Speedster SWFT210 AMD Radeon, 8GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-66XT8DFDQ","R$ 2.599,99",https://www.kabum.com.br/produto/187640/placa-de-video-rx-6600-xt-xfx-speedster-swft210-amd-radeon-8gb-gddr6-16gbps-amd-rdna-2-architecture-rx-66xt8dfdq,05/12/2022 05:32:19
24,"Placa de Vídeo RX 6650 XT XFX Speedster MERC308 AMD Radeon Black Gaming, 8GB GDDR6, Ray Tracing, RDNA2 - RX-665X8TBDY MERC308 BLACK","R$ 2.799,99",https://www.kabum.com.br/produto/353520/placa-de-video-rx-6650-xt-xfx-speedster-merc308-amd-radeon-black-gaming-8gb-gddr6-ray-tracing-rdna2-rx-665x8tbdy-merc308-black,05/12/2022 05:32:19
25,"Placa de Vídeo RX 6400 Gaming Sapphire Pulse AMD Radeon, 4GB GDDR6, HDMI e DisplayPort, Low Profile - 11315-01-20G","R$ 899,99",https://www.kabum.com.br/produto/333966/placa-de-video-rx-6400-gaming-sapphire-pulse-amd-radeon-4gb-gddr6-hdmi-e-displayport-low-profile-11315-01-20g,05/12/2022 05:32:19
26,"AMD Pcyes Single Fan Radeon HD 6570 4GB, GDDR5, 128bits, Pjhd6570gr54gsf","R$ 439,91",https://www.kabum.com.br/produto/378062/amd-pcyes-single-fan-radeon-hd-6570-4gb-gddr5-128bits-pjhd6570gr54gsf,05/12/2022 05:32:19
27,"Placa de Vídeo RX 6600 Gaming Sapphire Pulse AMD Radeon, 8GB GDDR6, HDMI - 11310-01-20G","R$ 2.299,99",https://www.kabum.com.br/produto/242348/placa-de-video-rx-6600-gaming-sapphire-pulse-amd-radeon-8gb-gddr6-hdmi-11310-01-20g,05/12/2022 05:32:19
28,"Placa De Video Power Color Radeon Axrx 6600 8Gb, Gddr6 - Axrx 6600 8gbd6-3dhl","R$ 1.839,90",https://www.kabum.com.br/produto/296809/placa-de-video-power-color-radeon-axrx-6600-8gb-gddr6-axrx-6600-8gbd6-3dhl,05/12/2022 05:32:19
29,"Placa de Vídeo RX 6700 XT MECH 2X 12G OC MSI Radeon, 16 Gbps, 12GB GDDR6, Dual Fan - 912-V398-0026","R$ 3.199,99",https://www.kabum.com.br/produto/155123/placa-de-video-rx-6700-xt-mech-2x-12g-oc-msi-radeon-16-gbps-12gb-gddr6-dual-fan-912-v398-0026,05/12/2022 05:32:19
30,"Placa de Vídeo RX 6400 DUAL 4G Asus, 4GB, GDDR6 - 90YV0H90-M0NA00","R$ 1.099,99",https://www.kabum.com.br/produto/326792/placa-de-video-rx-6400-dual-4g-asus-4gb-gddr6-90yv0h90-m0na00,05/12/2022 05:32:19
31,"Placa de Vídeo RX 6500 XT OC Asus AMD Radeon, 4GB, GDDR6, OpenGL, Dual Fan - 90YV0HA1-M0NA00","R$ 1.499,99",https://www.kabum.com.br/produto/298410/placa-de-video-rx-6500-xt-oc-asus-amd-radeon-4gb-gddr6-opengl-dual-fan-90yv0ha1-m0na00,05/12/2022 05:32:19
32,Placa de Vídeo Afox Radeon R5 220 2GB DDR3 64 Bits AFR5220-2048D3L9-V2,"R$ 236,90",https://www.kabum.com.br/produto/179284/placa-de-video-afox-radeon-r5-220-2gb-ddr3-64-bits-afr5220-2048d3l9-v2,05/12/2022 05:32:19
33,"Placa De Vídeo Afox AMD Radeon R5 220, 2GB SDDR3 - AFR5220-2048D3L5-V2","R$ 215,01",https://www.kabum.com.br/produto/295652/placa-de-video-afox-amd-radeon-r5-220-2gb-sddr3-afr5220-2048d3l5-v2,05/12/2022 05:32:19
34,"Placa De Vídeo Afox AMD Radeon R5 Series R5 220, 2GB RAM - AFR5220-2048D3L9-V2","R$ 229,90",https://www.kabum.com.br/produto/210807/placa-de-video-afox-amd-radeon-r5-series-r5-220-2gb-ram-afr5220-2048d3l9-v2,05/12/2022 05:32:19
35,"Placa de Vídeo RX 6750 XT DUAL O12G Asus, 12GB, GDDR6 - 90YV0HK0-M0NA00","R$ 3.299,99",https://www.kabum.com.br/produto/326768/placa-de-video-rx-6750-xt-dual-o12g-asus-12gb-gddr6-90yv0hk0-m0na00,05/12/2022 05:32:19
36,"Placa De Vídeo AMD Radeon RX 550 2GB, GDDR5, 128 Bits, AMD 2GBD5-HLEV2","R$ 1.067,39",https://www.kabum.com.br/produto/214076/placa-de-video-amd-radeon-rx-550-2gb-gddr5-128-bits-amd-2gbd5-hlev2,05/12/2022 05:32:19
37,"Placa de Vídeo RX 6600 DUAL 8G Asus, 8GB GDDR6 - 90YV0GP0-M0NA00","R$ 1.999,99",https://www.kabum.com.br/produto/234015/placa-de-video-rx-6600-dual-8g-asus-8gb-gddr6-90yv0gp0-m0na00,05/12/2022 05:32:19
38,"Placa De Vídeo Pcyes Radeon Rx 580 8GB, Gddr5 256 Bits - Paxrx580dr5df","R$ 3.419,40",https://www.kabum.com.br/produto/311153/placa-de-video-pcyes-radeon-rx-580-8gb-gddr5-256-bits-paxrx580dr5df,05/12/2022 05:32:19
39,"Placa De Vídeo AMD Nvidia Radeon Rx 550, 4GB, PCI Express, Freesync - PJRX550DR5128B","R$ 852,74",https://www.kabum.com.br/produto/320232/placa-de-video-amd-nvidia-radeon-rx-550-4gb-pci-express-freesync-pjrx550dr5128b,05/12/2022 05:32:19
40,"Placa de Vídeo RX 6750 XT Nitro+ Gaming OC Sapphire, ARGB, 12GB GDDR6, Arquitetura RDNA2, Ray Tracing - 11318-01-20G","R$ 3.899,99",https://www.kabum.com.br/produto/351578/placa-de-video-rx-6750-xt-nitro-gaming-oc-sapphire-argb-12gb-gddr6-arquitetura-rdna2-ray-tracing-11318-01-20g,05/12/2022 05:32:19
41,"Placa De Vídeo Pcyes AMD Radeon R5 230, 2GB DDR3, 64 Bits - PA230DR364LP","R$ 279,75",https://www.kabum.com.br/produto/380080/placa-de-video-pcyes-amd-radeon-r5-230-2gb-ddr3-64-bits-pa230dr364lp,05/12/2022 05:32:19
42,"Placa De Video Amd Radeon HD 5450 1Gb, DDR3 64 Bits","R$ 225,25",https://www.kabum.com.br/produto/249841/placa-de-video-amd-radeon-hd-5450-1gb-ddr3-64-bits,05/12/2022 05:32:19
43,"Placa de Vídeo Asus AMD, TUF-RX6700XT-O12G-GAMING, 12GB GDDR6","R$ 5.939,90",https://www.kabum.com.br/produto/172547/placa-de-video-asus-amd-tuf-rx6700xt-o12g-gaming-12gb-gddr6,05/12/2022 05:32:19
44,"Placa De Video Powercolor Radeon Red Devil Rx 6900xt 16GB, GDDR6 Axrx 6900xt 16gbd6-3dhe/oc","R$ 8.301,29",https://www.kabum.com.br/produto/172577/placa-de-video-powercolor-radeon-red-devil-rx-6900xt-16gb-gddr6-axrx-6900xt-16gbd6-3dhe-oc,05/12/2022 05:32:19
45,"Placa De Video RX 6800XT, Powercolor, Red Dragon, 16GB, OC","R$ 6.143,90",https://www.kabum.com.br/produto/219775/placa-de-video-rx-6800xt-powercolor-red-dragon-16gb-oc,05/12/2022 05:32:19
46,Placa De Video Xfx 16gb Amd Rx6800 Gddr6 Speedster Swft319 Rx68xlaqfd9,"R$ 4.799,00",https://www.kabum.com.br/produto/352672/placa-de-video-xfx-16gb-amd-rx6800-gddr6-speedster-swft319-rx68xlaqfd9,05/12/2022 05:32:19
47,Placa De Video Asus 4gb Ddr5 128bit Rx550 - Ph-rx550-4g-evo Phoenix,"R$ 1.099,90",https://www.kabum.com.br/produto/358063/placa-de-video-asus-4gb-ddr5-128bit-rx550-ph-rx550-4g-evo-phoenix,05/12/2022 05:32:19
48,"Placa de Vídeo Afox AMD Radeon RX 580, 8GB GDDR5 - AFRX580-8192D5H3-V2.","R$ 3.375,12",https://www.kabum.com.br/produto/229604/placa-de-video-afox-amd-radeon-rx-580-8gb-gddr5-afrx580-8192d5h3-v2-,05/12/2022 05:32:19
49,"Placa de Video AFOX AMD Radeon R5 230, 2GB, DDR3, Low Profile - AFR5230-2048D3L4","R$ 319,00",https://www.kabum.com.br/produto/161714/placa-de-video-afox-amd-radeon-r5-230-2gb-ddr3-low-profile-afr5230-2048d3l4,05/12/2022 05:32:19
50,"Placa De Vídeo AMD PowerColor Radeon RedDragon, RX 550 2GB DDR5, Preto - 2GBD5-DH","R$ 1.341,31",https://www.kabum.com.br/produto/163822/placa-de-video-amd-powercolor-radeon-reddragon-rx-550-2gb-ddr5-preto-2gbd5-dh,05/12/2022 05:32:19
51,"Placa De Vídeo Afox Radeon R5 220 2gb Ddr3, 64 Bits, Low Profile, Hdmi/dvi/vga - Afr5220-2048d3l5-v2","R$ 239,72",https://www.kabum.com.br/produto/392426/placa-de-video-afox-radeon-r5-220-2gb-ddr3-64-bits-low-profile-hdmi-dvi-vga-afr5220-2048d3l5-v2,05/12/2022 05:32:19
52,"Placa De Video AFOX Radeon RX550, 4GB Gddr5 - Afrx550-4096d5h5-v2","R$ 864,00",https://www.kabum.com.br/produto/288687/placa-de-video-afox-radeon-rx550-4gb-gddr5-afrx550-4096d5h5-v2,05/12/2022 05:32:19
